record_id,year,faculty,role,digital_infrastructure_score,digital_competence_score,platform_reliability_score,digital_governance_score,process_automation_score,change_readiness_score,student_service_access_score,teaching_support_quality_score,user_satisfaction_score,processing_time_hours,error_rate_pct,high_quality_efficiency
UNMSM_DEMO_0379,2023,Faculty_08,student,87.48,51.05,77.82,46.23,33.7,49.04,72.69,63.89,64.29,96.91,12.71,1
UNMSM_DEMO_0380,2023,Faculty_12,student,64.89,38.19,66.59,57.88,39.0,62.82,70.34,58.94,62.52,91.92,8.63,1
UNMSM_DEMO_0381,2022,Faculty_12,manager,70.61,78.83,57.06,77.37,71.94,47.14,68.28,60.01,51.37,67.34,5.14,1
UNMSM_DEMO_0382,2026,Faculty_15,administrative,63.61,72.23,63.78,54.89,57.16,50.87,75.24,81.04,56.48,85.26,12.81,1
UNMSM_DEMO_0383,2026,Faculty_11,faculty,43.09,55.65,54.28,51.49,7.22,51.63,72.7,65.72,49.22,81.33,16.47,0
UNMSM_DEMO_0384,2023,Faculty_13,student,60.85,44.27,54.87,23.46,54.23,35.6,69.43,56.69,46.22,66.3,9.49,1
UNMSM_DEMO_0385,2022,Faculty_12,student,63.7,58.84,67.81,55.51,56.67,57.54,77.43,73.38,60.28,66.12,10.94,0
UNMSM_DEMO_0386,2022,Faculty_14,administrative,65.77,66.45,53.31,53.95,44.13,41.61,70.51,68.14,60.39,80.68,11.44,1
UNMSM_DEMO_0387,2022,Faculty_13,student,40.69,43.24,44.48,25.49,38.57,54.23,68.15,60.64,45.84,97.07,13.79,0
UNMSM_DEMO_0388,2026,Faculty_07,student,69.16,51.82,65.26,73.87,43.13,43.84,81.68,68.42,57.54,81.71,8.24,1
UNMSM_DEMO_0389,2026,Faculty_05,student,58.25,40.99,70.2,50.94,44.86,46.7,73.41,63.05,47.25,95.99,16.36,0
UNMSM_DEMO_0390,2022,Faculty_16,administrative,47.01,52.48,47.46,41.9,47.19,63.24,63.55,67.84,56.57,97.35,9.75,1
UNMSM_DEMO_0391,2025,Faculty_07,faculty,54.28,58.03,50.01,41.12,58.7,45.52,59.77,67.77,52.65,66.96,14.71,1
UNMSM_DEMO_0392,2022,Faculty_11,faculty,57.27,36.74,28.01,23.06,57.69,36.08,56.91,52.07,33.77,85.37,11.13,0
UNMSM_DEMO_0393,2023,Faculty_04,administrative,56.92,56.1,48.35,36.39,45.48,37.59,59.21,58.91,47.68,75.71,14.03,0
UNMSM_DEMO_0394,2024,Faculty_09,student,68.78,70.03,65.22,72.32,69.12,65.16,72.96,82.44,46.83,61.65,10.03,1
UNMSM_DEMO_0395,2025,Faculty_11,administrative,84.13,76.59,63.61,58.61,76.23,53.23,67.51,68.04,62.52,67.28,10.6,1
UNMSM_DEMO_0396,2026,Faculty_13,student,64.3,70.26,68.18,48.11,44.28,27.25,66.67,69.43,55.87,42.72,7.84,1
UNMSM_DEMO_0397,2022,Faculty_11,faculty,51.12,44.13,53.97,58.78,49.99,47.49,44.7,62.73,46.02,106.75,13.95,0
UNMSM_DEMO_0398,2022,Faculty_08,student,54.13,40.23,38.93,64.94,41.74,37.12,70.78,49.95,61.4,87.6,18.22,0
UNMSM_DEMO_0399,2023,Faculty_20,manager,63.61,43.5,55.09,48.19,43.89,61.61,63.39,56.35,42.52,76.67,10.54,1
UNMSM_DEMO_0400,2023,Faculty_11,student,54.31,54.42,41.82,34.83,33.59,42.48,62.6,56.95,52.92,115.95,13.48,1
UNMSM_DEMO_0401,2026,Faculty_17,student,65.56,48.18,63.91,45.26,53.29,32.64,77.62,57.24,71.42,75.21,8.09,1
UNMSM_DEMO_0402,2025,Faculty_15,student,71.36,47.71,48.25,40.98,50.05,37.97,67.7,48.02,60.21,83.82,10.08,0
UNMSM_DEMO_0403,2023,Faculty_12,student,71.54,27.15,50.3,29.25,2.07,19.58,76.21,45.77,47.17,105.7,21.39,0
UNMSM_DEMO_0404,2026,Faculty_18,student,60.27,82.15,66.91,49.34,64.07,41.53,57.9,73.65,49.16,92.25,5.26,0
UNMSM_DEMO_0405,2024,Faculty_03,faculty,68.85,74.55,72.3,55.85,70.55,70.48,86.96,84.02,49.78,65.98,4.35,1
UNMSM_DEMO_0406,2024,Faculty_19,student,42.03,50.83,49.84,26.19,38.27,60.68,65.34,66.67,41.39,94.2,17.13,0
UNMSM_DEMO_0407,2024,Faculty_18,administrative,59.49,68.93,60.93,38.64,53.2,60.24,66.53,51.64,48.28,95.53,11.76,1
UNMSM_DEMO_0408,2022,Faculty_11,student,48.74,58.57,42.19,49.77,63.2,48.79,67.91,66.06,42.87,79.82,16.46,1
UNMSM_DEMO_0409,2026,Faculty_15,faculty,73.7,63.97,57.78,64.1,67.86,50.66,60.17,62.52,56.13,66.0,7.14,0
UNMSM_DEMO_0410,2022,Faculty_11,student,50.11,53.23,52.63,66.87,52.65,41.35,58.59,64.27,51.68,87.65,10.9,0
UNMSM_DEMO_0411,2022,Faculty_06,faculty,45.24,36.19,44.84,27.33,40.59,60.12,67.64,57.66,47.02,121.3,10.41,0
UNMSM_DEMO_0412,2023,Faculty_16,faculty,48.26,70.72,43.66,41.07,38.58,37.3,45.05,62.07,39.38,92.32,13.13,0
UNMSM_DEMO_0413,2023,Faculty_05,student,67.2,62.85,66.39,55.45,41.5,75.57,72.35,70.87,52.4,84.71,5.46,1
UNMSM_DEMO_0414,2022,Faculty_07,manager,76.41,60.65,64.75,58.78,34.55,77.62,74.36,70.81,57.72,88.35,13.72,1
UNMSM_DEMO_0415,2022,Faculty_11,student,38.25,37.51,29.39,33.09,13.97,10.71,65.96,57.02,38.25,119.77,17.38,0
UNMSM_DEMO_0416,2025,Faculty_17,student,70.16,54.35,66.11,67.56,69.86,48.13,58.11,64.98,73.49,57.5,7.51,1
UNMSM_DEMO_0417,2026,Faculty_08,faculty,100.0,89.94,80.74,74.36,71.58,56.54,92.03,86.51,73.78,58.7,5.3,1
UNMSM_DEMO_0418,2022,Faculty_10,administrative,60.04,46.86,59.55,45.76,54.82,49.59,60.99,68.58,39.24,59.96,7.12,1
UNMSM_DEMO_0419,2023,Faculty_01,student,54.7,67.51,82.36,54.48,59.79,56.84,65.31,77.9,61.88,59.29,9.84,0
UNMSM_DEMO_0420,2024,Faculty_03,student,49.54,62.63,50.65,32.59,59.03,77.93,51.46,56.22,53.32,73.17,6.45,1
UNMSM_DEMO_0421,2026,Faculty_02,administrative,56.64,65.65,66.26,48.63,55.2,38.96,57.82,74.64,54.12,76.81,10.83,1
UNMSM_DEMO_0422,2025,Faculty_02,faculty,49.69,45.74,54.75,31.95,41.07,38.31,63.78,55.84,37.29,110.65,17.87,1
UNMSM_DEMO_0423,2025,Faculty_18,manager,39.89,37.66,44.19,18.97,32.09,35.34,48.11,59.32,54.85,104.04,17.83,0
UNMSM_DEMO_0424,2024,Faculty_17,student,73.57,67.86,66.98,68.77,82.77,61.41,75.52,64.12,53.07,46.34,1.69,1
UNMSM_DEMO_0425,2024,Faculty_17,faculty,70.27,43.38,40.19,55.13,22.42,43.36,58.88,47.96,56.48,85.15,13.11,0
UNMSM_DEMO_0426,2022,Faculty_02,student,58.93,45.95,49.3,35.91,37.04,35.95,53.85,71.49,50.08,107.15,13.74,0
UNMSM_DEMO_0427,2026,Faculty_02,administrative,61.17,63.93,45.86,45.58,51.31,39.31,58.52,55.63,56.66,93.9,10.93,0
UNMSM_DEMO_0428,2026,Faculty_06,student,47.63,47.81,39.77,32.15,58.68,43.53,59.44,65.42,58.58,80.03,6.56,0
UNMSM_DEMO_0429,2022,Faculty_12,faculty,49.92,45.4,49.27,45.04,48.38,53.87,57.88,61.02,52.54,76.82,12.38,1
UNMSM_DEMO_0430,2025,Faculty_07,student,60.54,48.54,49.51,41.07,44.3,50.98,63.08,57.71,45.43,98.87,11.63,1
UNMSM_DEMO_0431,2022,Faculty_10,faculty,65.92,69.78,66.66,60.18,61.24,71.32,73.0,72.56,67.52,59.35,14.34,1
UNMSM_DEMO_0432,2025,Faculty_04,faculty,59.58,72.28,74.98,54.19,72.44,66.83,75.76,65.43,53.84,71.32,6.02,1
UNMSM_DEMO_0433,2026,Faculty_15,student,74.41,71.81,62.75,71.65,60.21,55.99,67.47,70.24,62.68,96.24,12.49,1
UNMSM_DEMO_0434,2022,Faculty_07,administrative,62.98,54.81,57.81,50.17,54.74,41.5,58.04,55.01,43.61,79.82,6.13,1
UNMSM_DEMO_0435,2024,Faculty_02,student,83.21,80.51,60.48,64.86,87.5,61.18,72.14,70.24,54.93,46.35,3.06,1
UNMSM_DEMO_0436,2022,Faculty_15,faculty,40.68,37.89,43.94,25.72,54.92,38.91,59.35,61.33,42.44,88.29,13.05,0
UNMSM_DEMO_0437,2024,Faculty_19,student,61.02,55.85,66.1,55.93,61.45,54.23,56.4,68.21,58.55,66.58,11.86,1
UNMSM_DEMO_0438,2026,Faculty_01,student,84.18,84.02,85.62,79.41,75.21,58.07,71.17,68.15,56.35,42.05,2.86,1
UNMSM_DEMO_0439,2022,Faculty_09,student,75.9,76.39,62.96,66.64,63.84,54.35,65.07,77.33,65.74,76.64,8.64,1
UNMSM_DEMO_0440,2023,Faculty_17,student,50.78,32.96,57.17,58.75,38.65,24.71,60.34,53.99,43.52,97.47,7.6,1
UNMSM_DEMO_0441,2026,Faculty_15,student,76.9,51.32,51.55,68.86,54.67,30.71,62.54,54.98,67.46,68.99,9.83,1
UNMSM_DEMO_0442,2023,Faculty_18,faculty,76.94,71.67,61.49,63.86,70.74,63.0,75.02,76.33,57.87,60.6,10.42,1
UNMSM_DEMO_0443,2022,Faculty_09,faculty,62.45,77.34,68.96,52.41,42.97,40.91,56.42,69.64,49.61,71.73,9.14,1
UNMSM_DEMO_0444,2024,Faculty_08,faculty,71.84,41.8,79.8,60.84,70.81,42.95,61.61,55.53,59.74,64.05,5.88,0
UNMSM_DEMO_0445,2024,Faculty_15,student,68.27,59.61,65.48,43.23,38.63,45.49,66.19,78.95,48.47,81.2,7.78,1
UNMSM_DEMO_0446,2025,Faculty_04,student,60.92,43.4,61.68,63.44,47.26,33.47,64.4,58.95,64.63,66.02,8.54,0
UNMSM_DEMO_0447,2023,Faculty_05,student,72.78,53.54,43.34,58.79,55.82,59.06,54.73,61.41,53.73,97.31,16.1,0
UNMSM_DEMO_0448,2026,Faculty_13,administrative,76.81,56.83,47.53,57.79,78.62,57.62,62.71,60.66,54.61,67.91,8.24,1
UNMSM_DEMO_0449,2024,Faculty_14,administrative,75.82,54.37,63.78,60.4,48.8,45.53,67.45,72.53,63.24,84.93,7.16,1
UNMSM_DEMO_0450,2023,Faculty_03,student,78.17,52.45,57.98,70.09,44.7,47.98,66.89,59.28,50.79,88.49,10.08,1
UNMSM_DEMO_0451,2026,Faculty_11,faculty,56.93,56.29,51.94,52.25,45.13,51.13,63.43,52.44,41.98,91.37,6.61,0
UNMSM_DEMO_0452,2026,Faculty_08,student,78.5,62.97,73.38,62.72,85.17,49.47,68.49,64.35,65.46,52.52,2.45,1
UNMSM_DEMO_0453,2024,Faculty_11,student,100.0,73.52,90.26,100.0,60.95,72.53,93.2,88.07,65.82,64.75,11.06,0
UNMSM_DEMO_0454,2022,Faculty_20,student,37.89,45.03,50.51,40.13,13.87,47.39,60.14,65.19,36.5,99.11,14.51,1
UNMSM_DEMO_0455,2024,Faculty_02,student,64.69,69.77,67.15,54.35,88.26,64.97,62.24,70.23,64.63,63.13,11.26,1
UNMSM_DEMO_0456,2024,Faculty_20,faculty,44.99,59.83,67.21,45.69,50.62,51.02,63.05,76.86,56.37,84.84,9.44,0
UNMSM_DEMO_0457,2022,Faculty_09,administrative,67.67,45.37,63.27,58.31,43.34,67.96,68.73,70.33,45.39,76.99,10.7,1
UNMSM_DEMO_0458,2025,Faculty_16,student,63.41,64.45,64.88,60.13,57.14,30.72,75.53,63.12,52.49,57.59,11.1,1
UNMSM_DEMO_0459,2026,Faculty_09,student,81.83,77.38,84.44,52.81,70.65,74.51,72.29,77.79,57.99,69.7,0.2,1
UNMSM_DEMO_0460,2022,Faculty_07,faculty,67.75,56.44,59.77,47.51,72.59,68.07,72.49,69.71,69.09,65.75,8.45,1
UNMSM_DEMO_0461,2025,Faculty_16,manager,62.51,63.02,92.56,49.24,79.74,65.04,73.16,69.46,67.97,41.15,4.6,1
UNMSM_DEMO_0462,2022,Faculty_14,faculty,75.46,65.16,71.57,52.81,66.99,67.58,82.31,72.07,56.46,76.05,12.08,1
UNMSM_DEMO_0463,2025,Faculty_03,student,42.08,55.98,47.83,23.77,20.59,29.1,66.34,61.2,49.26,114.32,17.28,1
UNMSM_DEMO_0464,2024,Faculty_15,faculty,89.72,94.15,82.04,77.84,83.33,64.88,79.55,69.75,60.58,85.05,1.69,1
UNMSM_DEMO_0465,2022,Faculty_16,student,81.99,42.11,78.27,52.44,45.2,59.79,73.34,64.67,53.89,77.34,13.28,0
UNMSM_DEMO_0466,2026,Faculty_08,manager,87.15,98.72,84.83,71.82,62.65,59.35,81.61,80.4,71.81,61.13,6.38,1
UNMSM_DEMO_0467,2022,Faculty_19,student,49.24,33.65,32.58,24.34,12.78,49.35,54.69,60.2,44.54,93.57,13.6,0
UNMSM_DEMO_0468,2024,Faculty_13,faculty,47.41,60.5,68.15,40.25,25.98,26.24,75.03,50.99,51.18,98.15,12.96,1
UNMSM_DEMO_0469,2022,Faculty_07,student,51.46,66.16,56.25,57.48,40.04,47.5,62.33,63.57,55.67,86.04,11.05,1
UNMSM_DEMO_0470,2026,Faculty_01,student,84.46,52.87,68.81,63.76,46.82,74.32,70.95,65.81,61.43,68.57,14.65,1
UNMSM_DEMO_0471,2025,Faculty_14,administrative,65.01,68.76,56.53,51.87,64.13,47.94,62.42,73.79,54.5,69.66,10.01,1
UNMSM_DEMO_0472,2026,Faculty_05,faculty,76.66,72.77,82.5,71.55,60.91,60.22,66.12,74.88,63.08,44.87,8.14,1
UNMSM_DEMO_0473,2024,Faculty_16,student,44.5,46.89,41.25,56.57,0.0,24.64,60.43,67.18,43.6,116.97,19.81,0
UNMSM_DEMO_0474,2024,Faculty_11,administrative,76.96,71.04,72.67,64.54,55.18,65.43,66.8,78.17,64.37,64.27,12.12,1
UNMSM_DEMO_0475,2025,Faculty_10,administrative,61.88,73.05,63.02,49.16,51.92,43.98,73.88,66.05,59.68,78.74,12.23,1
UNMSM_DEMO_0476,2025,Faculty_04,student,64.11,59.72,80.99,52.02,47.69,47.92,61.72,71.19,60.16,63.64,13.34,1
UNMSM_DEMO_0477,2026,Faculty_15,student,64.18,46.61,72.6,42.74,57.59,46.63,69.83,61.62,45.09,70.65,10.41,1
UNMSM_DEMO_0478,2022,Faculty_04,student,59.59,70.99,62.95,54.02,47.79,49.34,73.58,75.17,48.44,76.85,10.84,1
UNMSM_DEMO_0479,2025,Faculty_09,faculty,28.88,42.66,44.35,29.13,35.31,36.53,37.78,46.54,44.0,93.16,16.73,0
UNMSM_DEMO_0480,2022,Faculty_17,student,75.32,68.8,60.47,42.7,56.22,67.53,83.52,65.03,68.95,84.16,9.31,0
UNMSM_DEMO_0481,2023,Faculty_19,student,49.03,35.43,57.03,25.96,31.14,48.68,58.3,61.46,46.73,113.65,12.68,0
UNMSM_DEMO_0482,2026,Faculty_20,administrative,67.68,53.08,65.52,57.09,51.51,54.08,69.35,74.13,53.07,86.19,14.91,1
UNMSM_DEMO_0483,2023,Faculty_20,administrative,48.91,50.13,55.64,49.04,48.8,86.46,64.94,52.22,51.67,92.44,15.6,0
UNMSM_DEMO_0484,2025,Faculty_12,administrative,77.08,66.49,84.83,63.2,63.79,75.3,80.33,85.83,55.04,86.47,7.02,1
UNMSM_DEMO_0485,2024,Faculty_05,manager,63.42,65.08,56.55,50.26,53.55,53.79,67.11,65.97,65.4,84.82,8.79,0
UNMSM_DEMO_0486,2023,Faculty_17,faculty,64.0,59.82,53.91,44.97,39.38,35.42,71.76,49.06,54.39,86.66,16.28,0
UNMSM_DEMO_0487,2023,Faculty_17,faculty,48.63,50.38,41.71,55.32,34.02,45.87,61.43,37.81,42.94,99.57,15.74,1
UNMSM_DEMO_0488,2024,Faculty_20,faculty,80.6,86.04,80.79,67.01,81.46,80.42,87.67,70.75,65.63,71.32,6.33,1
UNMSM_DEMO_0489,2025,Faculty_14,student,80.84,80.05,87.79,65.89,68.67,76.17,80.61,80.46,63.16,73.54,5.34,0
UNMSM_DEMO_0490,2025,Faculty_03,student,45.32,59.58,68.52,46.34,47.06,64.41,76.52,68.99,62.92,65.08,11.02,1
UNMSM_DEMO_0491,2026,Faculty_11,student,77.43,52.42,79.03,61.12,58.53,58.27,80.37,73.13,59.59,62.43,7.96,1
UNMSM_DEMO_0492,2026,Faculty_09,faculty,43.73,63.08,46.28,44.52,38.7,22.52,44.79,55.82,49.81,84.28,10.51,1
UNMSM_DEMO_0493,2025,Faculty_17,student,76.32,64.27,71.12,68.93,52.51,61.24,90.29,63.01,66.61,83.24,9.63,0
UNMSM_DEMO_0494,2025,Faculty_08,student,49.86,44.66,41.17,43.78,34.9,20.75,54.0,50.51,40.39,89.61,14.08,0
UNMSM_DEMO_0495,2023,Faculty_07,faculty,80.7,61.12,65.22,66.16,53.94,43.16,82.41,66.25,62.68,87.43,8.38,1
UNMSM_DEMO_0496,2024,Faculty_02,student,71.95,51.39,71.11,54.43,45.28,55.92,70.98,68.1,59.84,97.27,12.75,1
UNMSM_DEMO_0497,2022,Faculty_17,student,69.63,64.18,80.4,78.71,61.18,81.62,79.61,70.13,51.13,81.06,11.51,1
UNMSM_DEMO_0498,2023,Faculty_16,administrative,43.52,52.33,37.89,50.53,32.75,50.94,50.7,65.66,48.31,103.82,16.65,0
UNMSM_DEMO_0499,2026,Faculty_01,administrative,71.87,54.14,55.24,50.35,64.9,56.44,71.66,59.78,54.6,59.27,8.17,1
UNMSM_DEMO_0500,2024,Faculty_09,student,86.02,100.0,66.75,67.5,69.74,75.83,72.0,75.64,68.15,70.56,9.92,1
UNMSM_DEMO_0501,2022,Faculty_10,student,78.12,56.05,73.15,64.92,91.22,53.08,84.02,63.93,61.69,46.31,5.08,1
UNMSM_DEMO_0502,2025,Faculty_10,student,66.96,41.46,77.81,52.49,57.69,43.88,73.94,70.86,58.93,55.36,4.5,1
UNMSM_DEMO_0503,2026,Faculty_19,administrative,79.56,70.34,82.28,52.22,77.26,37.66,81.93,70.17,73.85,61.0,7.76,1
UNMSM_DEMO_0504,2026,Faculty_04,administrative,70.31,78.31,50.95,57.27,68.77,29.98,50.75,60.97,48.26,83.75,9.31,1
UNMSM_DEMO_0505,2023,Faculty_07,student,51.61,60.47,75.83,54.16,75.05,62.97,65.53,77.42,53.03,70.71,14.22,1
UNMSM_DEMO_0506,2024,Faculty_04,administrative,53.97,57.74,65.14,24.16,36.26,36.73,67.32,79.13,55.4,118.23,15.82,1
UNMSM_DEMO_0507,2024,Faculty_05,student,68.26,39.67,48.29,50.82,24.67,60.7,66.3,60.94,54.91,95.85,16.04,0
UNMSM_DEMO_0508,2023,Faculty_19,student,35.1,34.24,43.39,32.85,25.32,48.21,61.1,63.79,45.0,127.24,14.93,0
UNMSM_DEMO_0509,2023,Faculty_19,manager,69.67,47.62,71.58,51.88,58.9,46.54,67.69,71.4,78.75,76.77,9.0,1
UNMSM_DEMO_0510,2023,Faculty_01,student,75.67,42.55,69.5,71.11,58.52,62.99,71.82,60.6,64.41,70.31,5.69,1
UNMSM_DEMO_0511,2026,Faculty_13,student,70.29,61.9,54.17,43.34,60.07,42.45,74.87,64.1,63.75,60.77,4.38,1
UNMSM_DEMO_0512,2025,Faculty_05,student,25.11,22.42,56.46,29.99,50.53,15.54,38.5,40.7,37.86,98.04,7.87,0
UNMSM_DEMO_0513,2026,Faculty_04,faculty,73.64,59.66,57.66,42.75,77.05,63.24,72.43,65.69,47.46,60.91,7.34,1
UNMSM_DEMO_0514,2026,Faculty_06,administrative,91.46,61.27,69.28,57.2,73.53,50.47,73.51,63.59,60.48,57.5,0.75,1
UNMSM_DEMO_0515,2026,Faculty_04,manager,58.92,47.43,71.71,46.06,40.23,39.9,60.89,60.31,59.72,101.74,8.92,1
UNMSM_DEMO_0516,2022,Faculty_10,student,40.76,56.16,55.64,41.81,32.3,70.92,61.01,61.68,51.63,105.68,11.81,0
UNMSM_DEMO_0517,2026,Faculty_20,student,63.87,51.05,50.0,52.57,58.25,20.21,72.48,54.81,55.71,88.41,9.45,1
UNMSM_DEMO_0518,2022,Faculty_12,administrative,47.8,53.68,56.78,47.33,35.78,45.96,68.15,66.47,48.63,84.14,10.1,1
UNMSM_DEMO_0519,2024,Faculty_15,student,68.39,61.15,66.93,48.86,40.15,35.68,67.93,64.41,53.89,85.09,9.87,0
UNMSM_DEMO_0520,2024,Faculty_10,administrative,82.96,82.69,85.85,63.81,63.13,74.28,83.24,67.59,65.69,68.61,12.22,1
UNMSM_DEMO_0521,2023,Faculty_01,faculty,58.99,50.59,62.61,55.23,35.55,48.89,71.37,58.29,59.62,96.03,13.69,1
UNMSM_DEMO_0522,2022,Faculty_02,student,70.59,64.44,73.49,56.84,48.52,62.57,70.32,60.85,66.66,97.74,7.84,1
UNMSM_DEMO_0523,2022,Faculty_06,administrative,59.12,54.73,59.75,35.9,26.89,36.22,59.85,63.87,43.35,100.66,12.65,0
UNMSM_DEMO_0524,2026,Faculty_05,student,93.19,66.9,72.62,43.56,46.72,46.06,72.62,73.02,68.43,107.11,9.69,1
UNMSM_DEMO_0525,2023,Faculty_17,student,69.07,51.61,60.03,46.03,47.02,60.79,73.41,66.86,49.19,93.4,8.32,1
UNMSM_DEMO_0526,2023,Faculty_17,faculty,60.83,62.41,66.22,69.15,55.83,80.21,66.31,66.61,62.09,69.19,6.92,1
UNMSM_DEMO_0527,2026,Faculty_18,student,69.16,49.48,52.28,74.88,65.23,51.94,58.54,63.33,54.86,75.35,12.2,1
UNMSM_DEMO_0528,2022,Faculty_13,faculty,50.26,43.49,35.25,33.32,30.78,26.4,45.03,49.46,56.47,115.21,12.89,0
UNMSM_DEMO_0529,2026,Faculty_12,faculty,65.04,48.24,53.02,35.15,44.95,41.91,70.7,51.95,47.33,110.47,8.06,0
UNMSM_DEMO_0530,2026,Faculty_13,manager,62.2,51.05,65.39,40.3,44.91,73.38,62.97,73.06,54.59,99.47,10.35,1
UNMSM_DEMO_0531,2024,Faculty_09,manager,60.33,39.89,64.73,45.78,36.43,40.64,68.45,65.54,56.86,88.83,11.82,0
UNMSM_DEMO_0532,2022,Faculty_14,student,72.34,47.0,61.32,36.87,57.3,72.18,77.42,72.42,46.71,76.67,3.49,1
UNMSM_DEMO_0533,2022,Faculty_16,student,74.99,60.13,62.84,50.38,49.82,39.2,60.66,60.42,56.86,86.92,10.0,1
UNMSM_DEMO_0534,2023,Faculty_16,faculty,85.5,81.53,91.59,86.3,80.84,75.28,78.77,89.88,69.46,74.05,7.3,1
UNMSM_DEMO_0535,2024,Faculty_13,manager,41.09,32.99,45.28,39.25,43.28,41.44,55.27,50.72,39.37,91.59,13.42,0
UNMSM_DEMO_0536,2022,Faculty_02,student,59.99,65.12,65.18,50.04,50.74,58.41,68.8,73.96,51.86,85.04,16.55,1
UNMSM_DEMO_0537,2024,Faculty_15,student,48.54,42.12,50.66,47.24,48.06,32.29,68.41,52.77,56.69,82.37,14.92,1
UNMSM_DEMO_0538,2022,Faculty_08,student,46.96,36.0,65.46,46.28,36.2,38.16,53.24,56.97,44.34,84.59,15.78,0
UNMSM_DEMO_0539,2024,Faculty_15,student,45.6,70.63,70.0,47.77,35.9,64.29,67.15,55.76,58.35,86.37,19.55,1
UNMSM_DEMO_0540,2022,Faculty_11,faculty,28.62,26.38,26.36,42.93,20.72,41.85,56.03,46.56,39.99,99.5,18.15,0
UNMSM_DEMO_0541,2025,Faculty_18,student,74.8,59.28,69.09,55.09,68.06,71.0,69.84,71.11,47.9,89.41,8.17,1
UNMSM_DEMO_0542,2022,Faculty_07,administrative,78.89,74.44,89.96,78.69,79.07,90.87,75.92,78.85,72.41,53.96,7.93,0
UNMSM_DEMO_0543,2022,Faculty_19,administrative,70.04,61.89,52.29,20.83,46.75,48.95,69.04,76.8,39.85,89.71,9.52,1
UNMSM_DEMO_0544,2022,Faculty_17,administrative,63.22,57.8,64.37,65.62,47.54,51.17,69.28,58.02,62.29,67.06,10.59,1
UNMSM_DEMO_0545,2026,Faculty_07,student,94.63,61.26,82.14,83.96,64.45,77.11,83.64,70.59,64.94,72.16,5.22,1
UNMSM_DEMO_0546,2022,Faculty_10,student,60.12,58.8,47.19,48.49,51.94,58.2,66.15,57.71,51.66,95.71,12.18,1
UNMSM_DEMO_0547,2024,Faculty_11,faculty,65.64,48.34,62.37,53.2,51.14,35.38,60.23,56.89,44.38,98.07,8.05,0
UNMSM_DEMO_0548,2024,Faculty_16,administrative,40.93,55.12,29.97,34.55,18.25,17.87,59.99,60.78,43.86,103.77,13.83,0
UNMSM_DEMO_0549,2024,Faculty_14,student,84.64,65.4,63.14,54.62,74.54,63.82,80.76,80.2,67.9,72.24,8.62,1
UNMSM_DEMO_0550,2025,Faculty_18,administrative,68.09,37.52,74.16,60.23,45.82,48.92,71.68,57.39,50.27,77.9,9.36,1
UNMSM_DEMO_0551,2026,Faculty_08,student,63.82,56.45,62.1,38.77,40.42,41.58,56.07,58.84,48.73,94.41,5.42,0
UNMSM_DEMO_0552,2023,Faculty_11,administrative,67.45,77.71,58.9,47.3,70.65,65.06,66.04,64.42,61.08,73.09,3.74,1
UNMSM_DEMO_0553,2026,Faculty_09,student,62.69,72.92,66.77,62.85,61.97,54.51,68.6,80.36,63.14,70.91,5.07,0
UNMSM_DEMO_0554,2023,Faculty_19,student,59.9,70.03,55.2,55.93,40.19,61.34,55.9,77.0,35.91,85.56,9.07,0
UNMSM_DEMO_0555,2026,Faculty_07,student,97.15,58.87,73.57,57.61,71.04,36.82,75.87,65.39,80.26,71.95,8.28,1
UNMSM_DEMO_0556,2024,Faculty_12,student,47.78,54.74,56.87,31.94,38.3,41.4,51.02,52.59,52.59,87.42,12.46,1
UNMSM_DEMO_0557,2025,Faculty_03,student,84.92,64.25,68.38,61.06,40.41,70.11,78.07,62.39,67.44,79.6,13.96,0
UNMSM_DEMO_0558,2026,Faculty_18,student,65.29,51.27,55.78,49.95,31.86,21.23,66.72,59.38,51.99,110.48,14.85,0
UNMSM_DEMO_0559,2025,Faculty_08,student,70.17,41.64,56.73,38.71,47.83,38.17,55.61,62.16,36.76,116.54,13.98,1
UNMSM_DEMO_0560,2026,Faculty_07,administrative,95.17,75.78,71.04,82.72,81.08,61.98,79.74,59.5,74.06,40.28,7.93,1
UNMSM_DEMO_0561,2024,Faculty_12,student,60.46,63.51,64.86,73.87,71.37,63.51,65.8,67.4,54.2,47.16,8.24,1
UNMSM_DEMO_0562,2022,Faculty_10,faculty,65.3,64.96,72.99,50.19,61.69,70.88,72.96,84.1,62.27,62.04,11.4,1
UNMSM_DEMO_0563,2024,Faculty_17,administrative,36.96,57.6,58.0,53.75,38.24,64.84,55.37,65.36,47.94,84.29,14.49,0
UNMSM_DEMO_0564,2022,Faculty_11,student,65.41,52.48,41.32,41.13,29.49,37.75,56.8,68.52,51.6,104.25,14.99,0
UNMSM_DEMO_0565,2026,Faculty_11,student,74.24,50.23,54.8,56.67,64.53,58.52,62.45,67.84,49.23,77.44,12.88,1
UNMSM_DEMO_0566,2023,Faculty_03,administrative,71.45,54.26,59.83,42.64,47.89,58.52,64.4,57.8,61.83,85.06,3.51,1
UNMSM_DEMO_0567,2023,Faculty_01,administrative,54.69,48.63,73.73,61.17,48.1,55.36,66.67,64.13,46.23,84.6,8.68,1
UNMSM_DEMO_0568,2023,Faculty_08,student,50.21,65.39,58.54,44.0,47.39,56.08,62.97,66.87,70.03,74.63,9.77,1
